timestamp,kw_lengh,took_ms
1529767689,3,441
1529767690,1,82
1529767692,2,353
1529767693,2,73
1529767694,2,660
1529767695,2,42
1529767697,1,31
1529767698,1,27
1529767699,1,193
1529767700,2,135
1529767701,2,278
1529767702,2,57
1529767704,3,503
1529767705,1,35
1529767706,1,48
1529767707,2,353
1529767709,1,158
1529767710,3,399
1529767711,1,34
1529767712,1,27
1529767713,2,105
1529767714,3,251
1529767716,2,38
1529767717,1,239
1529767718,3,67
1529767719,3,356
1529767721,3,556
1529767722,2,64
1529767723,2,173
1529767725,2,374
1529767726,4,616
1529767727,1,251
1529767729,1,228
1529767730,1,39
1529767731,2,48
1529767732,1,32
1529767733,3,270
1529767735,2,290
1529767736,3,265
1529767737,2,505
1529767738,2,39
1529767740,2,504
1529767741,3,89
1529767742,4,315
1529767744,1,37
1529767745,1,219
1529767746,2,312
1529767747,1,231
1529767748,1,32
1529767750,1,233
1529767751,2,223
1529767752,2,68
1529767753,1,21
1529767754,1,144
1529767756,2,538
1529767757,3,560
1529767759,3,76
1529767760,2,66
1529767761,1,35
1529767762,1,23
1529767763,1,21
1529767764,3,275
1529767765,3,129
1529767767,3,638
1529767768,2,66
1529767770,1,572
1529767771,2,465
1529767772,1,33
1529767773,3,267
1529767775,2,309
1529767776,1,33
1529767777,3,484
1529767778,3,88
1529767780,1,529
1529767781,1,27
1529767782,2,77
1529767784,3,324
1529767785,3,309
1529767786,2,188
1529767787,2,56
1529767789,3,655
1529767790,1,32
1529767791,2,486
1529767792,3,84
1529767794,3,59
1529767795,1,315
1529767796,3,184
1529767797,2,189
1529767799,2,323
1529767800,3,58
1529767801,3,406
1529767802,2,187
1529767804,3,179
1529767805,2,115
1529767806,1,462
1529767807,2,51
1529767809,2,322
1529767810,1,240
1529767811,1,120
1529767812,2,347
1529767813,2,59
1529767815,2,63
1529767816,2,273
1529767817,2,43
1529767818,2,491
1529767820,1,362
1529767821,2,54
1529767823,1,572
1529767824,2,165
1529767825,1,33
1529767826,1,38
1529767827,2,45
1529767828,1,25
1529767829,3,185
1529767830,3,339
1529767832,2,162
1529767833,1,435
1529767834,3,257
1529767836,2,123
1529767837,2,296
1529767838,1,34
1529767839,2,243
1529767840,2,120
1529767841,1,32
1529767843,2,216
1529767844,2,212
1529767845,2,259
1529767846,1,114
1529767848,3,436
1529767849,2,121
1529767850,3,408
1529767852,3,321
1529767853,2,246
1529767854,1,33
1529767855,3,144
1529767857,3,284
1529767858,1,315
1529767859,3,236
1529767860,3,55
1529767861,3,158
1529767863,2,235
1529767864,2,205
1529767865,3,54
1529767866,2,56
1529767867,1,82
1529767868,2,123
1529767870,2,365
1529767871,2,62
1529767872,2,73
1529767873,2,284
1529767875,3,427
1529767876,1,237
1529767877,1,223
1529767878,1,364
1529767880,2,306
1529767881,1,37
1529767882,1,29
1529767883,3,477
1529767885,1,309
1529767886,1,30
1529767887,2,58
1529767888,2,384
1529767890,3,365
1529767891,2,215
1529767892,1,50
1529767893,2,101
1529767894,1,227
1529767895,1,13
1529767897,1,269
1529767898,3,284
1529767900,2,424
1529767901,1,47
1529767902,3,218
1529767903,2,208
1529767905,2,559
1529767906,1,27
1529767907,2,256
1529767908,2,371
1529767909,1,26
1529767911,3,109
1529767912,1,77
1529767913,2,445
1529767914,1,241
1529767915,1,39
1529767916,1,31
1529767918,3,392
1529767919,1,29
1529767920,3,53
1529767921,1,29
1529767922,3,288
1529767923,2,75
